0	350.0002	18.1702
1	399.9998	19.3334
2	450.0	20.4158
3	500.0	21.4407
4	549.9993000000001	22.4234
5	600.0001	23.397100000000002
6	649.9972	24.329900000000002
7	700.0004	25.2524
8	749.9996	26.172700000000003
9	799.9946	27.099300000000003
10	850.0002000000001	28.0591
11	899.9973	29.009600000000002
12	949.9989	30.026200000000003
13	999.9998	31.070700000000002
14	1049.997	32.176300000000005
15	1099.9958000000001	33.383900000000004
16	1150.0006	34.6845
17	1200.0001	36.1561
18	1250.0008	37.8492
19	1300.0012000000002	39.86
20	1349.9872	42.431000000000004
